token	declaring_type	method	rva	il_bytes	attributes	impl_attributes
0x06000067	Ionic.Zlib.GZipStream	get_FileName	0x2050	1	Public, HideBySig, SpecialName	NoInlining
0x06000068	Ionic.Zlib.GZipStream	set_FileName	0x2050	1	Public, HideBySig, SpecialName	NoInlining
0x06000069	Ionic.Zlib.GZipStream	get_Crc32	0x2050	1	Public, HideBySig, SpecialName	NoInlining
0x0600006A	Ionic.Zlib.GZipStream	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x0600006B	Ionic.Zlib.GZipStream	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x0600006C	Ionic.Zlib.GZipStream	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x0600006D	Ionic.Zlib.GZipStream	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x0600006E	Ionic.Zlib.GZipStream	get_FlushMode	0x2050	1	Public, Virtual, HideBySig, VtableLayoutMask, SpecialName	NoInlining
0x0600006F	Ionic.Zlib.GZipStream	set_FlushMode	0x2050	1	Public, Virtual, HideBySig, VtableLayoutMask, SpecialName	NoInlining
0x06000070	Ionic.Zlib.GZipStream	get_BufferSize	0x2050	1	Public, HideBySig, SpecialName	NoInlining
0x06000071	Ionic.Zlib.GZipStream	set_BufferSize	0x2050	1	Public, HideBySig, SpecialName	NoInlining
0x06000072	Ionic.Zlib.GZipStream	get_TotalIn	0x2050	1	Public, Virtual, HideBySig, VtableLayoutMask, SpecialName	NoInlining
0x06000073	Ionic.Zlib.GZipStream	get_TotalOut	0x2050	1	Public, Virtual, HideBySig, VtableLayoutMask, SpecialName	NoInlining
0x06000074	Ionic.Zlib.GZipStream	Dispose	0x2050	1	Family, Virtual, HideBySig	NoInlining
0x06000075	Ionic.Zlib.GZipStream	get_CanRead	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x06000076	Ionic.Zlib.GZipStream	get_CanSeek	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x06000077	Ionic.Zlib.GZipStream	get_CanWrite	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x06000078	Ionic.Zlib.GZipStream	Flush	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x06000079	Ionic.Zlib.GZipStream	get_Length	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x0600007A	Ionic.Zlib.GZipStream	get_Position	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x0600007B	Ionic.Zlib.GZipStream	set_Position	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x0600007C	Ionic.Zlib.GZipStream	Read	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x0600007D	Ionic.Zlib.GZipStream	Seek	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x0600007E	Ionic.Zlib.GZipStream	SetLength	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x0600007F	Ionic.Zlib.GZipStream	Write	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x06000080	Ionic.Zlib.GZipStream	EmitHeader	0x2050	1	Private, HideBySig	NoInlining
0x06000081	Ionic.Zlib.GZipStream	CompressString	0x2050	1	Public, Static, HideBySig	NoInlining
0x06000082	Ionic.Zlib.GZipStream	CompressBuffer	0x2050	1	Public, Static, HideBySig	NoInlining
0x06000083	Ionic.Zlib.GZipStream	UncompressString	0x2050	1	Public, Static, HideBySig	NoInlining
0x06000084	Ionic.Zlib.GZipStream	UncompressBuffer	0x2050	1	Public, Static, HideBySig	NoInlining
0x06000085	Ionic.Zlib.GZipStream	.cctor	0x2050	1	Private, Static, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06000086	Ionic.Zlib.InflateBlocks	.ctor	0x2050	1	Assembly, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06000087	Ionic.Zlib.InflateBlocks	Reset	0x2050	1	Assembly, HideBySig	NoInlining
0x06000088	Ionic.Zlib.InflateBlocks	Process	0x2050	1	Assembly, HideBySig	NoInlining
0x06000089	Ionic.Zlib.InflateBlocks	Free	0x2050	1	Assembly, HideBySig	NoInlining
0x0600008A	Ionic.Zlib.InflateBlocks	SetDictionary	0x2050	1	Assembly, HideBySig	NoInlining
0x0600008B	Ionic.Zlib.InflateBlocks	SyncPoint	0x2050	1	Assembly, HideBySig	NoInlining
0x0600008C	Ionic.Zlib.InflateBlocks	Flush	0x2050	1	Assembly, HideBySig	NoInlining
0x0600008D	Ionic.Zlib.InflateBlocks	.cctor	0x2050	1	Private, Static, HideBySig, SpecialName, RTSpecialName	NoInlining
0x0600008E	Ionic.Zlib.InternalInflateConstants	.cctor	0x2050	1	Private, Static, HideBySig, SpecialName, RTSpecialName	NoInlining
0x0600008F	Ionic.Zlib.InflateCodes	.ctor	0x2050	1	Assembly, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06000090	Ionic.Zlib.InflateCodes	Init	0x2050	1	Assembly, HideBySig	NoInlining
0x06000091	Ionic.Zlib.InflateCodes	Process	0x2050	1	Assembly, HideBySig	NoInlining
0x06000092	Ionic.Zlib.InflateCodes	InflateFast	0x2050	1	Assembly, HideBySig	NoInlining
0x06000093	Ionic.Zlib.InflateManager	get_HandleRfc1950HeaderBytes	0x2050	1	Assembly, HideBySig, SpecialName	NoInlining
0x06000094	Ionic.Zlib.InflateManager	set_HandleRfc1950HeaderBytes	0x2050	1	Assembly, HideBySig, SpecialName	NoInlining
0x06000095	Ionic.Zlib.InflateManager	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06000096	Ionic.Zlib.InflateManager	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x06000097	Ionic.Zlib.InflateManager	Reset	0x2050	1	Assembly, HideBySig	NoInlining
0x06000098	Ionic.Zlib.InflateManager	End	0x2050	1	Assembly, HideBySig	NoInlining
0x06000099	Ionic.Zlib.InflateManager	Initialize	0x2050	1	Assembly, HideBySig	NoInlining
0x0600009A	Ionic.Zlib.InflateManager	Inflate	0x2050	1	Assembly, HideBySig	NoInlining
0x0600009B	Ionic.Zlib.InflateManager	SetDictionary	0x2050	1	Assembly, HideBySig	NoInlining
0x0600009C	Ionic.Zlib.InflateManager	Sync	0x2050	1	Assembly, HideBySig	NoInlining
0x0600009D	Ionic.Zlib.InflateManager	SyncPoint	0x2050	1	Assembly, HideBySig	NoInlining
0x0600009E	Ionic.Zlib.InflateManager	.cctor	0x2050	1	Private, Static, HideBySig, SpecialName, RTSpecialName	NoInlining
0x0600009F	Ionic.Zlib.InfTree	huft_build	0x2050	1	Private, HideBySig	NoInlining
0x060000A0	Ionic.Zlib.InfTree	inflate_trees_bits	0x2050	1	Assembly, HideBySig	NoInlining
0x060000A1	Ionic.Zlib.InfTree	inflate_trees_dynamic	0x2050	1	Assembly, HideBySig	NoInlining
0x060000A2	Ionic.Zlib.InfTree	inflate_trees_fixed	0x2050	1	Assembly, Static, HideBySig	NoInlining
0x060000A3	Ionic.Zlib.InfTree	initWorkArea	0x2050	1	Private, HideBySig	NoInlining
0x060000A4	Ionic.Zlib.InfTree	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000A5	Ionic.Zlib.InfTree	.cctor	0x2050	1	Private, Static, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000A6	Ionic.Zlib.Tree	DistanceCode	0x2050	1	Assembly, Static, HideBySig	NoInlining
0x060000A7	Ionic.Zlib.Tree	gen_bitlen	0x2050	1	Assembly, HideBySig	NoInlining
0x060000A8	Ionic.Zlib.Tree	build_tree	0x2050	1	Assembly, HideBySig	NoInlining
0x060000A9	Ionic.Zlib.Tree	gen_codes	0x2050	1	Assembly, Static, HideBySig	NoInlining
0x060000AA	Ionic.Zlib.Tree	bi_reverse	0x2050	1	Assembly, Static, HideBySig	NoInlining
0x060000AB	Ionic.Zlib.Tree	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000AC	Ionic.Zlib.Tree	.cctor	0x2050	1	Private, Static, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000AD	Ionic.Zlib.ZlibException	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000AE	Ionic.Zlib.ZlibException	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000AF	Ionic.Zlib.SharedUtils	URShift	0x2050	1	Public, Static, HideBySig	NoInlining
0x060000B0	Ionic.Zlib.SharedUtils	ReadInput	0x2050	1	Public, Static, HideBySig	NoInlining
0x060000B1	Ionic.Zlib.SharedUtils	ToByteArray	0x2050	1	Assembly, Static, HideBySig	NoInlining
0x060000B2	Ionic.Zlib.SharedUtils	ToCharArray	0x2050	1	Assembly, Static, HideBySig	NoInlining
0x060000B3	Ionic.Zlib.SharedUtils	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000B4	Ionic.Zlib.InternalConstants	.cctor	0x2050	1	Private, Static, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000B5	Ionic.Zlib.StaticTree	.ctor	0x2050	1	Private, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000B6	Ionic.Zlib.StaticTree	.cctor	0x2050	1	Private, Static, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000B7	Ionic.Zlib.Adler	Adler32	0x2050	1	Public, Static, HideBySig	NoInlining
0x060000B8	Ionic.Zlib.Adler	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000B9	Ionic.Zlib.Adler	.cctor	0x2050	1	Private, Static, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000BA	Ionic.Zlib.ZlibBaseStream	get_Crc32	0x2050	1	Assembly, HideBySig, SpecialName	NoInlining
0x060000BB	Ionic.Zlib.ZlibBaseStream	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000BC	Ionic.Zlib.ZlibBaseStream	get__wantCompress	0x2050	1	FamORAssem, HideBySig, SpecialName	NoInlining
0x060000BD	Ionic.Zlib.ZlibBaseStream	get_z	0x2050	1	Private, HideBySig, SpecialName	NoInlining
0x060000BE	Ionic.Zlib.ZlibBaseStream	get_workingBuffer	0x2050	1	Private, HideBySig, SpecialName	NoInlining
0x060000BF	Ionic.Zlib.ZlibBaseStream	Write	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x060000C0	Ionic.Zlib.ZlibBaseStream	finish	0x2050	1	Private, HideBySig	NoInlining
0x060000C1	Ionic.Zlib.ZlibBaseStream	end	0x2050	1	Private, HideBySig	NoInlining
0x060000C2	Ionic.Zlib.ZlibBaseStream	Close	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x060000C3	Ionic.Zlib.ZlibBaseStream	Flush	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x060000C4	Ionic.Zlib.ZlibBaseStream	Seek	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x060000C5	Ionic.Zlib.ZlibBaseStream	SetLength	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x060000C6	Ionic.Zlib.ZlibBaseStream	ReadZeroTerminatedString	0x2050	1	Private, HideBySig	NoInlining
0x060000C7	Ionic.Zlib.ZlibBaseStream	_ReadAndValidateGzipHeader	0x2050	1	Private, HideBySig	NoInlining
0x060000C8	Ionic.Zlib.ZlibBaseStream	Read	0x2050	1	Public, Virtual, HideBySig	NoInlining
0x060000C9	Ionic.Zlib.ZlibBaseStream	get_CanRead	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x060000CA	Ionic.Zlib.ZlibBaseStream	get_CanSeek	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x060000CB	Ionic.Zlib.ZlibBaseStream	get_CanWrite	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x060000CC	Ionic.Zlib.ZlibBaseStream	get_Length	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x060000CD	Ionic.Zlib.ZlibBaseStream	get_Position	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x060000CE	Ionic.Zlib.ZlibBaseStream	set_Position	0x2050	1	Public, Virtual, HideBySig, SpecialName	NoInlining
0x060000CF	Ionic.Zlib.ZlibBaseStream	CompressString	0x2050	1	Public, Static, HideBySig	NoInlining
0x060000D0	Ionic.Zlib.ZlibBaseStream	CompressBuffer	0x2050	1	Public, Static, HideBySig	NoInlining
0x060000D1	Ionic.Zlib.ZlibBaseStream	UncompressString	0x2050	1	Public, Static, HideBySig	NoInlining
0x060000D2	Ionic.Zlib.ZlibBaseStream	UncompressBuffer	0x2050	1	Public, Static, HideBySig	NoInlining
0x060000D3	Ionic.Zlib.ZlibCodec	get_Adler32	0x2050	1	Public, HideBySig, SpecialName	NoInlining
0x060000D4	Ionic.Zlib.ZlibCodec	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000D5	Ionic.Zlib.ZlibCodec	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000D6	Ionic.Zlib.ZlibCodec	InitializeInflate	0x2050	1	Public, HideBySig	NoInlining
0x060000D7	Ionic.Zlib.ZlibCodec	InitializeInflate	0x2050	1	Public, HideBySig	NoInlining
0x060000D8	Ionic.Zlib.ZlibCodec	InitializeInflate	0x2050	1	Public, HideBySig	NoInlining
0x060000D9	Ionic.Zlib.ZlibCodec	InitializeInflate	0x2050	1	Public, HideBySig	NoInlining
0x060000DA	Ionic.Zlib.ZlibCodec	Inflate	0x2050	1	Public, HideBySig	NoInlining
0x060000DB	Ionic.Zlib.ZlibCodec	EndInflate	0x2050	1	Public, HideBySig	NoInlining
0x060000DC	Ionic.Zlib.ZlibCodec	SyncInflate	0x2050	1	Public, HideBySig	NoInlining
0x060000DD	Ionic.Zlib.ZlibCodec	InitializeDeflate	0x2050	1	Public, HideBySig	NoInlining
0x060000DE	Ionic.Zlib.ZlibCodec	InitializeDeflate	0x2050	1	Public, HideBySig	NoInlining
0x060000DF	Ionic.Zlib.ZlibCodec	InitializeDeflate	0x2050	1	Public, HideBySig	NoInlining
0x060000E0	Ionic.Zlib.ZlibCodec	InitializeDeflate	0x2050	1	Public, HideBySig	NoInlining
0x060000E1	Ionic.Zlib.ZlibCodec	InitializeDeflate	0x2050	1	Public, HideBySig	NoInlining
0x060000E2	Ionic.Zlib.ZlibCodec	_InternalInitializeDeflate	0x2050	1	Private, HideBySig	NoInlining
0x060000E3	Ionic.Zlib.ZlibCodec	Deflate	0x2050	1	Public, HideBySig	NoInlining
0x060000E4	Ionic.Zlib.ZlibCodec	EndDeflate	0x2050	1	Public, HideBySig	NoInlining
0x060000E5	Ionic.Zlib.ZlibCodec	ResetDeflate	0x2050	1	Public, HideBySig	NoInlining
0x060000E6	Ionic.Zlib.ZlibCodec	SetDeflateParams	0x2050	1	Public, HideBySig	NoInlining
0x060000E7	Ionic.Zlib.ZlibCodec	SetDictionary	0x2050	1	Public, HideBySig	NoInlining
0x060000E8	Ionic.Zlib.ZlibCodec	flush_pending	0x2050	1	Assembly, HideBySig	NoInlining
0x060000E9	Ionic.Zlib.ZlibCodec	read_buf	0x2050	1	Assembly, HideBySig	NoInlining
0x060000EA	Ionic.Zlib.ZlibStream	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000EB	Ionic.Zlib.ZlibStream	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000EC	Ionic.Zlib.ZlibStream	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000ED	Ionic.Zlib.ZlibStream	.ctor	0x2050	1	Public, HideBySig, SpecialName, RTSpecialName	NoInlining
0x060000EE	Ionic.Zlib.ZlibStream	get_FlushMode	0x2050	1	Public, Virtual, HideBySig, VtableLayoutMask, SpecialName	NoInlining
0x060000EF	Ionic.Zlib.ZlibStream	set_FlushMode	0x2050	1	Public, Virtual, HideBySig, VtableLayoutMask, SpecialName	NoInlining
0x060000F0	Ionic.Zlib.ZlibStream	get_BufferSize	0x2050	1	Public, HideBySig, SpecialName	NoInlining
0x060000F1	Ionic.Zlib.ZlibStream	set_BufferSize	0x2050	1	Public, HideBySig, SpecialName	NoInlining
0x060000F2	Ionic.Zlib.ZlibStream	get_TotalIn	0x2050	1	Public, Virtual, HideBySig, VtableLayoutMask, SpecialName	NoInlining
